index	song	year	artist	genre	lyrics
337	memory	2013	asher-monroe	Pop	"[Chorus] For all of those moments, the good time and love we share Lets be more than a memory (memory) Lets be more than a memory (memory) For all of the breakups, the makeups for the lovers everywhere Lets be more than a memory (memory) Lets be more than a memory [Bridge] I wanna be there for ya, be there for ya Be with you tonight girl Let me hold ya, hold ya let me hold ya We can share, this will not..the wild - on your side [Chorus] For all of those moments, the good time and love we share Lets be more than a memory (memory) Lets be more than a memory (memory) For all of the breakups, the makeups for the lovers everywhere Lets be more than a memory (memory) Lets be more than a memory (adsbygoogle = window.adsbygoogle || []).push({}); [Verse :(Chris Brown)] Everyone in the whole world Searching for someone to share The love we have between our hearts And in my eyes no one compares Watch them stand by watching us But we got our eyes closed Seein' love through darkness, yeah I want [Bridge] I wanna be there for ya, be there for ya (be there, be there, be there) Be with you tonight girl (be there, be there) Let me hold ya, hold ya let me hold ya We can share, this will not..the wild - on your side [Chorus] For all of those moments, the good time and love we share Lets be more than a memory (memory) Lets be more than a memory (memory) For all of the breakups, the makeups for the lovers everywhere Lets be more than a memory (memory) Lets be more than a memory [Hook] Come on lets - Come, hands all on your body We gotta tell nobody Oh oh oh oh right now Turn the way you go Is your body gonna lose control Got you high, don't need your clothes I'm lost girl [Chorus] For all of those moments, the good time and love we share Lets be more than a memory (memory) Lets be more than a memory (memory) For all of the breakups, the makeups for the lovers everywhere Lets be more than a memory (memory) Lets be more than a memory"
338	hush-hush	2013	asher-monroe	Pop	
339	warm-winter-night	2013	asher-monroe	Pop	"There's noone I'd rather be with on this winter night. Sharing this beautiful moment with you right by my side. Oh baby, you're all that I need in my life don't carry the world on your shoulders. Together we'll turn wrong to right stay with me baby on this warm winter night. Uuuuu, on this warm winter night, uuuuu. We've crossed so many oceans to cover the stars above. Memories most cherished are all with you my love. Oh baby, you're all that I need in my life don't carry the world on your shoulders. Together we'll turn wrong to right stay with me baby on this warm winter night. Uuuuu, on this warm winter night, uuuuu. Turn the lights down low let me hear your whisper. Hear your heart beat slow now you're breathing deeper. The ... will come everyday in my arms you will stay. And ooo, even when your feet won't touch the ground not even the world can hold us down. You and me together I'll hold on forever. Uuuuu, on this warm winter night. Uuuuu, on this warm winter night, I'll hold on to you, your love pulls me through. Tonight I'll hold on to you. I can feel you now, your love around wanna hold you now, keep you safe and sound. Oooooo, this warm winter night."
340	here-with-you	2012	asher-monroe	Pop	"To all my friends The night is young The music is loud They're playing our song Nowhere else that I belong Than here with you Than here with you (Oh-oh-oh, oh-oh-oh) Ain't felt this good since I remember (Remember) This night got started when you entered (Entered) I hope we can get a little closer (Closer) Maybe even get to know your name (Name, name) I wanna hear the music so loud (So Loud) Get some drinks inside me right now (Right now) So baby let it go You had me at hello Let's raise our glass and toast DJ, play that once more To all my friends The night is young The music's loud They playing our song There's nowhere else That I belong Than here with you Than here with you Oh-oh-oh, oh-oh-oh (Than here with you) Oh-oh-oh, oh-oh-oh Gonna see the sun before we know it (Know it) If you got some money, time to blow it (Blow it) Girl, the way you got me feeling so sick (So sick) Dancing the night away with you With you, with you, yeah Nobody here is sober (Sober) Last call don't mean it's over (It's over). Yeah So baby let it go You had me at hello Let's raise our glass and toast To-to-toast, toast To all my friends The night is young The music is loud They're playing our song There's nowhere else that I belong Than here with you (Than here with you) Than here with you Oh-oh-oh, oh-oh-oh (Than here with you) Oh-oh-oh, oh-oh-oh (Than here with you) Oh-oh-oh, oh-oh-oh I wanna hear the music so loud (So loud) (I wanna hear the music so loud) (Hear the music so loud) To all my friends The night is young The music is loud They playing our song There's nowhere else that I belong Than here with you (Than here with you) Than here with you Oh-oh-oh, oh-oh-oh (Than here with you) Than here with you Oh-oh-oh, oh-oh-oh (Than here with you) Oh-oh-oh, oh-oh-oh Than here with you Oh-oh-oh, oh-oh-oh (Than here with you) Oh-oh-oh, oh-oh-oh"
341	hello-baby	2012	asher-monroe	Pop	hello baby where did you go I've been looking for you all night am I crazy I've never known that a love can make you feel so right And girl you took my breath away when we first met when we first met Oh now I got you here to stay can you feel it my heart's beating because you are the only one for me I search so high and low the only one I see baby I can't let go oah oah you're the one for me oah oah i will never leave 'cause there ain't no place i would rather be you're the one for me we can take it straight til the end baby take my hand and come with me and don't you worry this ain't pretend tonight i'm making you believe and girl you took my breath away when we first met when we first met Oh now I got you here to stay can you feel it my heart's beating 'cause you are the only one for me I search so high and low the only one I see baby I can't let go oah oah you're the one for me oah oah i will never leave and there ain't no place i would rather be you're the one for me oah oah you're the one for me oah oah i will never leave and there ain't no place i would rather be you're the one for me I'll take you higher I'll take you higher I'll take you higher higher with my love I'll take you higher I'll take you higher with my love listen baby i will always be around you're the only you're the only you're the only you're the only one for me oah oah you're the one for me oah oah i will never leave and there ain't no place i would rather be you're the one for me oah oah you're the one for me oah oah i will never leave and there ain't no place i would rather be you're the one for me
342	like-i-do	2012	asher-monroe	Pop	what's going on i keep fighting for the memories that we left alone wishing we cared to dose and where did it go i keep trying girl because you are the only thing worth fighting for baby you're worth dying for and this one's on my heart the memory never changed and this love is all we got believe me when i tell you baby there ain't nobody else quite like u and all u need to know my baby no body gonna love you like i do like i do like i do like i do nobody love you like i do come over here tell me what you wanna hear don't you know i'm gonna give you my all and i will never let us fall and this one's on my heart the memory never changed and this love is all we got believe me when i tell you baby there ain't nobody else quite like you and all you need to know my baby nobody gonna love you like i do like i do like i do like i do nobody love you like i do nobody love you like i do nobody love you like i like i do like i do like i do nobody love you like i do
343	sail-on	2015	asher-monroe	Pop	"The words are wounded heart It beats, beats, beats .. You shine upon me Candle in the dark It brings peace, peace, peace As i look upon the stars I hope you see me As I sail on brother You got my way I can hear you calling Calling up my name.. Sailing on To see how far I've come"
344	friday-night-delight	2015	asher-monroe	Pop	
411	white-trash	2004	borialis	Rock	"Where should I begin cripplin' all you villains in Never injuring the civilians that are innocent So sick of listening to a bunch of synonyms Same band every man but aint no need to mention them You actors had me crackin' up with laughter Now you gonna have to hear another cracker rapper Still hearing all of these people callin' me a wannabe But I'm gonna keep it going 'cuz you heard them all from me Chorus You can cover your ears, but the noise won't stop, Your still gonna hear the white trash hip-rock. You can cover your ears, but the noise won't stop, You know your still gonna hear the white trash hip-rock, You can cover your ears, but the noise won't stop! See everything's a challenge when you're chemically imbalanced So I thought a single soul would never see my talent Y'all figured by now that I would throw the towel in Tellin' me repeatedly the genre's overcrowded But some of these cats are done with the past And I wonder if they ever had a love for the craft No you'll never see my turntablist in the back, pretending to scratch Cuz anyone who did it is wack. Chorus To all the Blinks, Eddie Vedders and the Kurt Cobains It's a shame you impersonators sound the same You can't resurrect a legend and emulate the veteran Man I would love to level the devil who let them in Instead of breaking out a switchblade and carving it in I'll address the enemy and stab his heart with a pen You can't wait for this hip rock style to end I'm sorry my friend, this shit has just started again! Chorus 2x"
412	don-t-mean-a-thing	2004	borialis	Rock	"Enough of all that, let's switch up the format, And talk some more trash, I'm getting bored fast Ain't gonna talk gats, just hand-to-hand combat, Man-to-man, full contact, on the floor mat, Your weak blows are deflectable, I'll go toe-to-toe with you, at your own dojo, Want none of you bozos at my show, where some silly hoe's shakin' her ass up in my video I didn't kick flows in the cold until my lips froze, So folk can always tell me how my shit goes I grab a pencil like it's a pistol But this way it isn't problem if it hits you You won't see what you want from me, So don't come to me well ""what's it all mean?"" cause' It don't mean a thing Your lies is all I despise, Been fightin' guys like you all my life and They don't mean a thing. My best shit ain't even on my set list, Cus half the listeners won't even get this, So what! you sold records, you ain't respected, You went too far and tried too hard to be accepted, This can never be a thing of jealousy, Just don't be tellin' me to check the melody, I got the better beats, got the better rhymes, I made sure I bettered mine ahead of time So what's up kid? Your big head's been busted, Don't get disgusted, I'm just servin' justice. You won't see what you want from me, So don't come to me well ""what's it all mean?"" cause' It don't mean a thing Your lies is all I despise, Been fightin' guys like you all my life and They don't mean a thing. So don't attempt, to beg for my pardon, Cause' I'll keep talkin' til' my arteries harden, I've takin' losses, told off some bosses, Sick of all them jobs that all make me nauseous, It ain't worth it, workin' for no purpose, For cash I'm hurtin', future's uncertain, So I keep searching, livin' and learnin', Earnest to earn everything I'm deservin' If I can't be on the stage with my band jammin', I'll be standin' on the street corner panhandlin'! You won't see what you want from me, So don't come to me well ""what's it all mean?"" cause' It don't mean a thing Your lies is all I despise, Been fightin' guys like you all my life and They don't mean a thing. You won't see what you want from me, So don't come to me well ""what's it all mean?"" cause' It don't mean a thing Your lies is all I despise, Been fightin' guys like you all my life and They don't mean a thing."
413	holocaust	2004	borialis	Rock	"They say the end's near But I'll approach it with no fear When the smoke clears I'll find my spirit is still here May take years to find it the prophets are real Too much damage to inhabit the planet, that's severe I talk shit you heartless paupers can't feel With concepts the smartest robber can't steal Your fears will cause all ya'll to pour tears Cause the bomb that I'm droppin' is landing, so stand clear Are there any queers here in the theater tonight? We'll get 'em up against the wall and stick 'em with dynamite Cause there's something going on in my head that ain't right But I'm getting ready to take flight, so hang tight It don't matter if you're standing tall If you're thinking small, we all rise and fall Don't gonna try to abide by the law No one alive is surviving the holocaust It don't matter if you're standing tall If your thinking small, we all rise and fall Don't gonna try to abide by the law No one alive is surviving the holocaust Fuck partying like it's 1999 Ain't watching the ball fall, ain't calculating time Watching polar caps melt, and the coastline rise See the ocean divide, and nine planets align Sun shining too bright, igniting the Alpines With petrified eyes were watching at ringside Can't run, you can't hide, panicking worldwide When straight out the sky, falls great balls of fire I'll sneak on the spot where the shuttle is launched Strap me and a broad onto a rocket and blast off We'll be following the way of the Force like Star Wars And I'll start a new fam' when I land on Mars It don't matter if you're standing tall If you're thinking small, we all rise and fall Don't gonna try to abide by the law No one alive is surviving the holocaust It don't matter if you're standing tall If you're thinking small, we all rise and fall Don't gonna try to abide by the law No one alive is surviving the holocaust Now when the end comes, and your time here is done Will you look back and say, overall, it was all fun? Well life's been good to me so far like Joe Walsh But it won't break my heart if it all falls apart It don't matter if you're standing tall If you're thinking small, we all rise and fall Don't gonna try to abide by the law No one alive is surviving the holocaust"
414	can-t-break-this-man	2004	borialis	Rock	
415	northern-hymn	2011	demonaz	Metal	"Gods Of The Mountains Sky, Forest And Seas Lands Of Fire, Ice And The Northern Deeps Cold As A Storm From The Raging Sea Soon Their Winds To Rise Gods Of The Mountains Sky, Forest And Seas Lands Of Fire, Ice And The Northern Deeps Cold As A Storm From The Raging Sea Soon Their Winds To Rise"
416	under-the-great-fires	2011	demonaz	Metal	"Rise gods of the fierous black burning skies Raise hammers spears and swords high on your ride Along the great legends born of fire and ice Warriors on horses attack from the mountainous sides Fires shall flame to the skies all battalions stride Alliances stand line by line Hordes of men armoured to die Fight warriors of norse while death glances in your eyes Swing axes and blades unto the final ride Attrition holds forces under the great fires Now heathenous shall be the victors with swords forged by fire A warcry shall echo the rise Loud from the fierce mountainside All set their lives on the line To death which is for you all to sign Ride Under The Fire Under The Great Fires Man Of The Mountains Ride Under The Fire Under The Great Fires No Man Of The Mountains Ride Under The Fire Under The Great Fires Man Of The Mountains Ride Under The Fire Under The Great Fires Man Of The Mountains Ride with the wind in your eyes break through the enemies lines Dark is the power we rise here under the great fires Victory stands on this days bring to all warriors their fate Ride our enemies down bring them all to the ground March under the gods of our fathers unite March under the flag of the norse ""Oden"
417	all-blackened-sky	2011	demonaz	Metal	A Dying Skyline Cold From Wind And Rain Autumn Of Darkness End In Fire And Flames North Blows The Wind And My Sight Is Afar Along The Coming Of The Northern Stars Fires Burnt Under These Skies Here Ancient Norsemen Once Brought Us To Pride A Heathen Force Is To Rise On These Days The Sun Still Fanding Soon Clouds Of Black Rage We're All Blackened Skies We're All Blackened Skies We're Under All Blackened Skies The Heir Of Gods To Arise We're Under All Blckened Skies The Heir Of Our Ancient Pride We're All Blackened Skies We're All Blackened Skies We're All Blackened Skies We're All Blackened Skies
418	legends-of-fire-and-ice	2011	demonaz	Metal	Fiends of the gods to war we ride Over the black mountain far over ice Fields of war before us now ride by my side Ride by my side fire Warriors of the north hold your swords high Ride forth the stallions black all free under sky You
419	ode-to-battle	2011	demonaz	Metal	Cold Is The Winter On Its Ground We Ride To The Battlefield Under Battlesky Warriors Are We To Fight On This Day Brothers At Side To The Battle Ride
420	dying-sun	2011	demonaz	Metal	[Instrumental] 
685	one-eyed-jack	2010	bobby-charles	Jazz	 
686	later-alligator-see-you-later-alligator	2010	bobby-charles	Jazz	 
687	tennessee-blues	1972	bobby-charles	Jazz	If I've had my way I'd leave here today I'd leave in a hurry I'd find me a place where I could stay and not have to worry I'd find me a spot on some mountain top with no one around me With valleys and streams and birds in the trees and lakes that surround me A place I could use a place I could lose these Tennessee blues A place to forget all my regrets and keep just a right time A place I could sleep with nothing but peace and feel free an all time A place I could use a place I could lose these Tennessee blues A place I could lose these Tennessee blues 
688	small-town-talk	1972	bobby-charles	Jazz	"It's only small town talk You know how people are They can't stand to see you Being who you are It's only small town talk Don't pay it no mind Don't believe a word they say They do it to you every time You can't believe everything you hear Only half of what you might see But if you have to believe in anyone I'd believe, darling, believe in me It's only small town talk A well-known fact You don't even know How one other might react To what you're thinking What are they thinking It's only small town talk They're telling all the lies And make some people crazy They don't realize we're still thinking We're only people, trying to live together We're trying to make this little life work Who are we to judge one another It may lead to tears or maybe something even worse It's only small town talk You know how people are They can't stand to see you Being just exactly who you are It's small town talk Pittle, pattle, it's small town talk Tittle, tattle, it's small town talk "
689	i-m-that-way	1972	bobby-charles	Jazz	 
690	all-the-money	1972	bobby-charles	Jazz	 
691	let-yourself-go	1972	bobby-charles	Jazz	 
692	long-face	1972	bobby-charles	Jazz	 
693	grow-too-old	1972	bobby-charles	Jazz	 
694	save-me-jesus	1972	bobby-charles	Jazz	"They got sisters and brothers, fighting against one another, they got dreams and schemes and build war machines to try and outdo each other, we got children that are starving but that don't bother them they're much too busy getting rich to worry about our little children Save me Jesus, Save me Jesus, Save me Jesus, Jesus save me from this God forsaken place they got satellites and spaceships, flying across the universe they killed before and they'll kill again just to say they're first, They build monuments and churches and things I ain't seen yet and they've signed them all with their autograph incase you might forget Save me Jesus..... and lord when it's all over, they'll think you should be proud and there'll be a few who'll offer you anything for your job, so when you take me Jesus, please put me among friends, don't put me back with these power crazy money lovers again Save me Jesus, Save me Jesus, Save me Jesus, Jesus save me from this God forsaken place "
695	i-must-be-in-a-good-place-now	1972	bobby-charles	Jazz	Wild apple trees blooming all around I must be in a good place now Sunshine coming through Rainbow coloured sky Paints pretty pictures in my mind Oh what a good day to go fishing And catch the sunset in the hills Dream of my yesterdays and tomorrow And hope that you'll be with me still Saw a butterfly and I named it after you Your name has such a pleasant sound Love is all around and all I see is you I must be in a good place now Oh what a good day to go fishing And catch the sunset in the hills Dream of my yesterdays and tomorrow And hope that you'll be with me still Saw a butterfly and I named it after you Your name has such a pleasant sound Love is all around and all I see is you I must be in a good place now I must be in a good place now 
696	homemade-songs	1972	bobby-charles	Jazz	 
