index,song,year,artist,genre,lyrics
11,telephone,2009,beyonce-knowles,Pop,"Hello hello baby you called
I can't hear a thing
I have got no service
In the club, you see? see?
Wha-wha-what did you say huh?
You're breakin' up on me
Sorry I cannot hear you
I'm kinda busy
K-kinda busy
K-kinda busy
Sorry I cannot hear you I'm kinda busy
Just a second
It's my favorite song they're gonna play
And I cannot text you with a drink in my hand, eh?
You shoulda made some plans with me
You knew that I was free
And now you won't stop calling me
I'm kinda busy
Stop callin'
Stop callin'
I don't wanna think anymore
I left my head and my heart on the dance floor
Stop callin'
Stop callin'
I don't wanna talk anymore
I left my head and my heart on the dance floor
Eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh
Stop telephonin'
Me eh, eh, eh,eh, eh, eh, eh, eh, eh, eh,
I'm busy eh, eh, eh, eh, eh, eh, eh, eh, eh,eh, eh
Stop telephonin'
Me eh, eh, eh, eh, eh, eh, eh, eh, eh, eh, eh,
Can call all you want but theres no one home
And you're not gonna reach my telephone
'Cuz I'm out in the club
And I'm sippin that bubb
And you're not gonna reach my telephone
Call all but there's no one home
And you're not gonna reach my telephone
Cuz I'm out in the club
And I'm sippin' that bubb
And you're not gonna reach my telephone
Boy the way you blown up my phone
Won't make me leave no faster
Put my coat on faster
Leave my girls no faster
I shoulda left my phone at home
'Cuz this is a disaster
Calling like a collector
Sorry, I cannot answer
Not that I don't like you
I'm just at a party
And I am sick and tired of my phone r-ringing
Sometimes I feel like I live in Grand Central Station
Tonight I'm not takin' no calls
'Cuz I'll be dancin'
Cuz I'll be dancin'
Cuz I'll be dancin'
Tonight I'm not takin' no calls
Cuz I'll be dancin'
Stop callin
Stop callin
I don't wanna think anymore
I left my head and my heart on the dancefloor
Stop callin
Stop callin
I don't wanna talk anymore
I left my head and my heart on the dancefloor
Eh,eh,eh,eh,eh,eh,eh,eh,eh,eh, eh
Stop telephonin
Me eh,eh,eh,eh,eh,eh,eh,eh,eh,eh
I'm busy eh,eh,eh,eh,eh,eh,eh,eh,eh,eh
Stop telephonin
Me eh,eh,eh,eh,eh,eh,eh,eh,eh,eh
Can call all you want but there's no one home
And you're not gonna reach my telephone
'Cuz I'm out in the club
And I'm sippin that bubb
And you're not gonna reach my telephone
Call all you want but there's no one home
And you're not gonna reach my telephone
Cuz I'm out in the club
And I'm sippin' that bubb
And you're not gonna reach my telephone
My telephone
M-m-m my telephone
'Cuz I'm out in the club
And I'm sippin that bubb
And you're not gonna reach my telephone
My telephone
M-m-m telephone
Cuz I'm out in the club
And I'm sippin that bubb
And you're not gonna reach my telephone"
12,ice-cream-truck,2009,beyonce-knowles,Pop,"Feels like I'm losing my mind
Love is so hard to find
You led me on to believe, you belong to me
oohh ooohh
I'm going trough difficult times
I always thought you were mine
Love doesn't feel like this, this is my final wish
The next time your truck rolls by
No matter how hard I cry
Please don't stop in front of me
Cause your loves no longer sweet
The next time I bring you change
Baby please pull back ya hand
You know your not what I need
Let me go, let me do B
(2x) You've got me chasing after you like a ice cream truck, I try my luck and catch up, but it's always out of luck
Faster and faster I ran
You sped up and then
Just as I thought I've caught up
I'm chasing you again
Finally,
You stopped and I jumped on
I realized your flavor was wrong
You thought I was still holding on
It's good to know your gone
The next time your truck rolls by
No matter how hard I cry
Please don't stop in front of me
Cause your love's no longer sweet
The next time I bring you change
Baby please pull back ya hand
You know your not what I need
Let me go, Let me do B
(2x) You've got me chasing after you like a ice cream truck, I try my luck and catch up, but it's always out of luck."
13,no-broken-hearted-girl,2009,beyonce-knowles,Pop,"Youre everything I thought you never were
And nothing like I thought you couldve been
But still you live inside of me
So tell me how is that?
Youre the only one I wish I could forget
The only one Id love to not forgive
And though you break my heart, youre the only one
And though there are times when I hate you
Cause I cant erase
The times that you hurt me
And put tears on my face
And even now while I hate you
It pains me to say
I know Ill be there at the end of the day
I dont wanna be without you babe
I dont want a broken heart
Dont wanna take a breath with out you babe
I dont wanna play that part
I know that I love you
But let me just say
I dont want to love you in no kind of way no no
I dont want a broken heart
And I dont wanna play the broken-hearted girlNo...No
No broken-hearted girl
Im no broken-hearted girl
Something that I feel I need to say
But up to now Ive always been afraid
That you would never come around
And still I want to put this out
You say youve got the most respect for me
But sometimes I feel youre not deserving me
And still youre in my heart
But youre the only one and yes
There are times when I hate you
But I dont complain
Cause Ive been afraid that you would've walk away
Oh but now I dont hate you
Im happy to say
That I will be there at the end of the day
I dont wanna be without you babe
I dont want a broken heart
Dont wanna take breath with out you babe
I dont wanna play that part
I know that I love you
But let me just say
I dont want to love you in no kind of way no no
I dont want a broken heart
And I dont wanna play the broken-hearted girl...NoNo
No broken-hearted girl
Now Im at a place I thought Id never beOooo
Im living in a world thats all about you and meyeah
Ain't gotta be afraid my broken heart is free
To spread my wings and fly away
Away With you
yeah yeah yeah, ohh ohh ohh
I dont wanna be without my baby
I dont wanna a broken heart
Dont want to take a breath with out my baby
I dont wanna play that part
I know that I love you
But let me just say
I dont want to love you in no kind of way..No..No
I dont want a broken heart
I dont wanna play the broken-hearted girl..No..No..
No broken-hearted girl
Broken-hearted girl Nono
No broken-hearted girl
No broken-hearted girl"
14,control,2009,beyonce-knowles,Pop,"I gotta give up
to quite the storm that rages inside
the way that I hit my damage part
you gave me away
And I've had enough
I imagine the words I say to you
I'm finding strange to follow it trough
I'm ready to change
I'm letting go, I'm letting go
We're only friends, We're only friends
Tonight we'll let the music free our souls
So let it show, so let it show
We can pretend, we can pretend
We only find ourselves by loosing all
Control (x8)
I'm opening it up
show me a sign I can't relieve
It's crazy emotions flow trough me
I'm gonna explode
You take me away
and what is my ordinary life
I wont be afraid of what we might find a love I can hold
I'm letting go, I'm letting go
We're only friends, We're only friends
Tonight we'll let the music free our souls
So let it show, So let it show
We can pretend, we can pretend
We only find ourselves by loosing all
Control
Nothing injured nothing gained
New horizon ready to play
with every breath you take it away
I'm letting go, I'm letting go
We're only friends, We're only friends
Tonight we'll let the music free our souls
So let it show, So let it show
We can pretend, we can pretend
We only find ourselves by loosing all
Control (x8)"
2316,love-is-worth,2007,del-the-funky-homosapien,Hip-Hop,"Okay
[Chorus]
You got to know what your love is worth
Baby boy you got to know what your love is worth
Baby girl you got to know what your love is worth
Everybody got to know what their love is worth
Yeah, you got to know what your love is worth
As soon as a child is born and discovers earth
It's a part of life, so don't get fucked in the end
If someone's a lost cause, they'll be summoned up to start again
Example, you a woman, in a relationship
It seems like everything you do makes him flip
It ain't physical violence, or nothing like that
But the love that you show he doesn't show back
But it started when you first met
You looked incredible to him, he wanted to get his thirst wet
(yeah, I bet)
He wanted to be down like Brandy
At first his overbearing persona was so manly (oh)
But now you're thinkin' most of the time, ""he can't stand me""
He lost trust in you when he saw you with Randy (haha)
But then you find out he feel good about Candy
You thinkin' this relationship is really demanding
Everyone makes mistakes and that's true
But from the beginning did he really love you?
To him you a bitch, he told his boys he dug you out
And nowadays he don't even hug you (doubts)
And I'm sure it do more than bug you
You wonder how you get attracted to these
With a mackin' disease, with a tactic to please
But once you settle down you're entrapped in a squeeze
Like a boa constrictor and he know when he gets ya
You got to know what your love is worth
That way you don't waste it on the world goin berserk
Yeah
[Chorus:Repeat x2]
Now put yourself in the shoes of this guy
You fall in love with this girl and you don't know why (why dude?)
Cause you don't feel the same but you give it a try
Eyes wide, like you a child in a candy store
Even though you the one she couldn't stand before
Cause you was houndin' her, surroundin' her (damn) with confusion
You used to be friends, but now the friendship is losin'
Cause you visualize the romance, she like ""no hands on""
She don't want to fuck with no man, ""not even a slow dance?""
You tried to kiss her and she even agrees
But that don't mean you 'bout to be Adam and Eve
In the Garden of Eden, but maybe for the evening
You say she leading you on, but you just added pressure
Of course she like you, you're friends don't try to test her
She says she likes you as a friend, not a lover or wife
So get a life, let her live hers and find another
Don't let her smash her ego, cause we know you're great
Let it be her mistake, yeah
Don't waste your time bro cause you know
If she don't appreciate what he do for her
Then tell me why he should wait around"
2317,miles-to-go,2007,del-the-funky-homosapien,Hip-Hop,"This is the intro
I dent foes
and bend them and upchuck
send ya outta luck phukk
that shit is nasty
I blast the mc's who try to sneak past me
I'm dastardly
I scare 'em
dare 'em to maneuver
I'm smoother
I will prove to all your boys that I do the
psychotic plot if it's necessary
yes it's very down pat
now I'm tellin' brothers brown black lighter
fight for ya righta
I incite riots if they try that shit that happen in the 60's
I ain'ts the whimpee
I simply flip the whip that holds my flow
so no foes will know
what motivates me
I show no race see
(see) it's higher
conspiring on mc's who tire me with wackness
using metaphors breaking backs if it comes to that
'cause I'm the one who raps
fillin' gaps in the space
perhaps there's a space for me in the world of rap
your girl's on my lap
she's on the dilznick
I kill shit
the negative feels the musical sedative
and I'm ahead of them
[Chorus: ""I'm goin' tha extra mile, and I bet you smile cause tha
texture's wild, yeahh. . .(Repeat X2)""]
I only give a little ittle blurb
if I prefer to confuse
now were you enthused
just by the way I play with syllables
and still I do work
cause I pursue jerks
'til they know I'm berserk
quick with my quirk like Dirk the Daring
you can spare me the tears I ain't caring
just preparing for Armageddon
ya head in
a guillotine
is sure to thrill a mean
motivation ?_____? placed in a casket
drastic
you'll get ya ass kicked being placid
ask if I rips suddenly
I say what in the hell is you speaking
neva change my strange
way that I come about shit
but you doubt it
want to dis the D-E then you see me and you shout if
I would come to you and screw you
you new crew
and you got the bitch with the mad voodoo
over niggas
because you know the vigor
that I use to abuse hoes
and foes
so get a
whiff of the splif that I'm puffin'
ya want to step to me in the club
but I dubs
nothing (yeah)
[Chorus]"
2318,press-rewind,2007,del-the-funky-homosapien,Hip-Hop,"Check my comprehensive catalog of crafts
I'm daffed, I battle all like I don't have it all
Avant-garde, battlestar Galactica
Got rhymes per capita
I'm shining through the aperture
But I'm not gonna bust no caps for ya
That's another genre, I'm the black bomber
Track charmer, sack burner
Distract burdens if it ain't that urgent
Nerve prints word sentinel, invisible, infidel interstellar
Hella clever, endeavors immeasurable
With only heaven to go incredible
Melodramatic wit tales from the tablet
You fail 'cause you average
Regardless of your sells and your status
You extra baggage
I bamboozle like I'm mobbin' in a land cruiser
Down MacArthur, artistic archer, autistic misfit
You'll get the sickness
When I spit the wickedness
And split cha wig like Kid Icarus
Leave you headless like Icky-bod
I infuriated, tick you off, stick to Pop
Hip-Hop's too difficult to me, it's a cult
Lyrics lacerated, slit cha throat
Beat cha brain down like Piscopo with Smith Colt
I don't know, Different Strokes
So respect me for I whip out ol' Betsy
Surgically remove you from my testes
Purposely improve you just to see who the best be
But sold up sexy
Take a poll and know the prestige
Large lefty, I automate, animate, my soul sanitation
Like I gotta canvas painting manifestions
Eh, who's ever hearin' this, Deltron-Z be a lyricist
Frontin' on your fake false appearances
Drive you delirious, dead serious
The eeriest mic mysterious
Eh peep, who's ever hearin' this, Deltron-Z be a lyricist
Frontin' on your fake false appearances
Drive you delirious, dead serious
The eeriest mic mysterious
Go ahead, try symbiosis
But most rap artist don't have any focus
Think they flippin' chips, try penny brokers
Kipsco or pennyloafers
Get my album I'll show you how it's done
Delateous, hella atrocious wit' vocals
My throat holds verbal choke pose
Po-po's in ya scrolls, my goals are not rifles
I flow scrimmage like the Microdots
You might go pop and I might grow crops
Go get the gestapo, you riskin' a pot full of gold
Pull a zodiac sign to halftime
Reenact rhymes from a past life of a flashlight
Man, you don't know the half
Dash right to the phonograph
Blow your balderdash
Coordinates confirm, subordinates will learn
My ordnance is stern so supportin' my fern
Is the only way in this lonely age where you goin' crazed
Your style is sold and paid for 'cause I made more
Water emcees like a bayshore
Bullets graze doors
In Oakland where they lay law
Del is going AWOL wit' napalm
Eight bombs taped to my arms like the town crier
Now miser, strider, spit exciter, rippin' plywood
Forget beef cakin' lyrical cheapskates
Try Del and win the sweepstakes
What I make is so hot, it's seethin'
Off the deep end, stop your breathin'
Caught cha sleepin'
Now you're peekin' like you've eaten
A hundred microdots wreck your equinox
Delete every piece of props
Leave your perforated, curb your hatred
Deserve your matrix in the Word Olympics
Completely furnished wit' burners like Ted Turner
I broadcast the classics, fabulous, fantastic
Peep, who ever hearin' this, Deltron-Z be a lyricist
Frontin' on your fake false appearances
Drive you delirious, dead serious
The eeriest mic mysterious
Hey, who ever hearin' this, Deltron-Z be a lyricist
Frontin' on your fake false appearances
Drive you delirious, dead serious
The eeriest mic mysterious
And the survey says
""Go practice or something, man""
You know peace"
2319,time-is-too-expensive,2007,del-the-funky-homosapien,Hip-Hop,"Time is too expensive
Time is too expensive
Time is too expensive
Time is too expensive
Too expensive, it's too expensive
Too expensive, you know what?
Time is of the essence
Too expensive, too expensive
You know what yo? Time is of the essence
Whacha say, whacha say, whacha say now?
Whacha say, whacha say now?
You know what? Time is of the essence
My vast knowledge of rhyme is past college
Blast, demolish, polish off all enemies
I can't fall in this rap game, I got acrophobia
Plus half these rappers out here are fuckin' dead like necrophilia
You know the thing, chocolate like Ovaltine
Comin' down on the mic like eggs from ovaries
Monarchal metaphor, malevolent with settlements
Maniacal when Hiero flow, unstoppable and chock full
Of funk the freak, so fuck the foreplay
Del has been ordained to terrorize your brain
The diagnosis, the show business bogus
My lyrics lash out, like I was throwin' stones in a glass house
Rappers pass out, ass out
And anyone left on the scene who has doubts
Y'all fools ain't got no nuts, I'm doin' donuts
Slow up whoever show up, I'm too robust, so what?
I'm invincible invisible lyrics
Original origin unknown from here on in
Uncommon dominating hip hop
Permeating every portal with mortals
More flows heaven scent, microphone etiquette
And lyrics up for your goblin and kill the novice
I write bad subjects like the Hobbit
And on to the next phase before you try to rob it
You know, D E L, yeah
Time is too expensive
Time is too expensive
It's too expensive, it's too expensive
It's too expensive, you know what?
Time is of the essence
Whacha say, whacha say, whacha say now?
Whacha say, whacha say now?
You know what? Time is of the essence
Supreme MC's reach out when I'm on top
Catch altitude sickness not to use fitness
In front of witnesses get with this fetch the funk
While I test the skunk, see I will caress the blunt
Come step through the flames of Hades or remain a lady
Rhymes infectious as rabies, Deltron, hell on earth
Prevailing, curtailing, you're shattered with data
Directed, my method, hectic, try and dissect it
Next shit, hydrauling we're calling you out, I rap with accuracy
I'm sick of fools actin' like they blacker than me
Y' know, usually bourgeois
We a new breed of MC remedy
For inner street jerks who wanna flirt with our sound
But ain't really down, silly clowns
Barnum and Bailey rejects
Press eject on defects
These threats delivered signed and sealed by the Delmeister
German for master, burnin' the blasphemous
Whatever you ask of us gets fulfilled, non-linear
You couldn't find a flow friendlier or even similar
With beats that knock, those who cock block
Transport 'em to the chop shop
Operation X 'cause we often facin' death
And fake ass players are lost and wastin' breath
Time is too expensive
Too expensive
It's too expensive, so expensive
Time is of the essence
Lyrical master, turnin' mic sessions to disaster areas
I'll wax your derriere
Disable MC's with fatal degrees and flows
Flamboyant flamin' fools like mesquite, let's eat
These barbecues are for you
Were are the few, the proud, the Hieroglyphics
Microphone moguls with code words and hand signals
For Negros, Spanish for black
I'll vanish your raps, at the borderline
Where you can order rhymes
Never monochromatic, y'all know the habits of Del
Talented, creating lyrical Gallaghers
Highest caliber, hip hop puritan, throw my voice like Surrican
Or ventriloquists, until it sit in your cerebrum, I need them
Through the medium of music, too sick
The ratio is glacier, Gigantor
My flow is lighter fluid, you'll need a higher druid
Magicians and Mages, superb my primal rage is
My styles all over the place, disease contagious
And treacherous, what? Like Mussolini, uh, huh
But cooler than Fonzarelli eating fussilli
With roots in hip-hop goin' back to Whodini
Who see me, no eyes, your style is corny like bow ties
No fries, keep that shake for a keep sake
As well as patented Del hysteria
Malaria area, 88 bait for bitin' MC's
They're bitin' to see, see that's like a likin' disease
My time is up, I take my mic and I leave, ha ha"
2320,proto-culture,2007,del-the-funky-homosapien,Hip-Hop,"Let me tell you about the Proto Culture
If you don't know the culture here's the whole structure
We've had enough of the lackluster, trust us
We get the kind of games you can't rent at Blockbuster
Game related, raise it bit by bit
Yo D, link up the cable we'll go hit for hit
Phantasma plasma particle beam means I have you
On the run, the rendered effects hot like magnas
I play games by Capcom with a power glove strapped on
On any platform, I don't spend my dough on Phat Farm
Video games, I got many to play
Before my life expires to fill my desires
Mastering your hardest boss, shattering all stars across
Ain't hard to cross the finish line, floatin' on Daytona
Wex, Gex or Kloana, I get 'em all at cost
RPG, Platform we transform like Macross
Rival schools, Batsu purchase you ought to
It came with one free CD, it's like I bought two
I hope they make part II for Dreamcast
'Cause games I've seen in mags, you won't believe they have
Getting callouses turning over asteroids, graviton bombs destroyed
Getting moms annoyed, now I'm hacking Nightmare Creatures
Their features splattered across the screen
It gets more clean each year
I remember, my homie Ed Coats had the most
A Colecovision, every week I'd visit
Playing Donkey Kong Jr., Venture, Rock and Rope
Games I thought was dope while my mom's was watching soaps
I'm on the next level
I got a double barrel shotgun in the Doomworld
Waiting on the next devil, armor's low, check the arsenal
Rupture the main conductor playin' Disruptor
I remember Ninja Gaiden finished it finally
With Ramone wouldn't answer the phone
This was before getting blown, I own the first Nintendo Power
With the maps of Zelda help me conquer in an hour
Let me tell you about the Proto Culture
If you don't know the culture here's the whole structure
We've had enough of the lackluster trust us
We get the kind of games you can't rent at Blockbuster
Let me tell you about the Proto Culture
If you don't know the culture here's the whole structure
We've had enough of the lackluster trust us
We get the kind of games you can't rent at Blockbuster
Hey KU, you know my SEGA collection is massive
Got all the past hits and classics
Herzog Zwei now Panzer Zwei
Originality that made me a fan today
It's Pandemonium, it's like Toys R Us
Flippin' the next Saturn game brings out the boys in us
It's poisonous taking out the boys in blue
In Grand Theft Auto, snatch a Rolls Royce to use
Yeah, I'll admit PlayStation improved
Come visit Feudal Japan with me and Tenchu
Bushido Blade 2 with sword play so accurate
Mega Man Legends but I had to buy a map for it
I fence Hyo to get a Neo-Geo
For Samurai 64 in full rendered splendor
Rival counter and enter, my sword in his innards
My joint was being Leonardo wuppin' on Splinter
I gotta get Xenogears, that's the type of game that relieves my fears
Get it from overseas to here
I gotta get Psychic Force, authentic arcade that I can endorse
They got me liking imports
I'll need to be at the next E3
What's the next CD? I need to see, me and D signing checks
Let's float overseas, mingle with game companies
Giving tips to Capcom and SEGA, you can't front on these
To anyone who knew me better
Know I chose Saturn first 'cause it's 2-D heaven
Bernie Stolar dropped the ball with the RAM cartridge
X-men Vs. Street fighter could've expanded the market
Marvel Vs. Capcom beyond fathom
Tell the truth, PlayStation ain't ready to have em
Come on I'll bring the onslaught, Alpha and Omega
Khaos Unique brought to you by SEGA
Let me tell you about the Proto culture
If you don't know the culture here's the whole structure
We've had enough of the lackluster trust us
We get the kind of games you can't rent at Blockbuster
Let me tell you about the Proto Culture
If you don't know the culture here's the whole structure
We've had enough of the lackluster trust us
We get the kind of games you can't rent at Blockbuster"
2321,in-and-out,2007,del-the-funky-homosapien,Hip-Hop,"Fun, even funner
I'm the gunner sub-machine gun
It don't seem right, that they don't get my theme right
They don't know me,
So we move forward
More words & phrases
My style amazes
Come into the scene with the means to rip shit
My brain's power packed with the proper equipment
So step
I come inta the area to bury ya
I compose the flows
Makin' people merrier
Never the less, I sever the flesh
With a razor
Reserve the major beef
I'ma slay ya, hey
You never came across a person like me
I never instigate
First come strike me
Then I'll flip
And rip clothing, and I'm loathing
MCs who front like I don't know things
Uh uh
Check again
I get wreck again
On the down low
Because you sound slow
Retarded MCs get neglected
& check it
Anytime I hafta show a foe
I'ma flex it
Then I exit
With my records & my next shit
Prepared, so be scared
I strike unexpected
I write rhymes in sections
Testin' my slang
I bang MCs with these
& make 'em hang
Dangle, what's ya angle?
When I strangle and choke
I hold Bennedicts by their throat
Until they sing notes like a canary
Fairy, or genies
We slipped out
They never seen me bust his face
I like bass when it hums
And that sums up my properties for the dumb-dums
Someone need to check him
Deck him
Slam him
And put him in the bushes
So 'shush' kids
No one needs to know
I'll proceed & go into
And then tell ya what I've been through.
[CHORUS:]
""In one ear, right out the other,
Go tell ya sister, go tell ya mother,
In one ear, right out the other,
Go tell ya father, go tell ya brother,
In one ear, right out the other.""
I would feel comfortable
If your front would go elsewhere
Or disappear
Hear my specific style that's speaking
Creeking, making noises in the nightime
When I write rhymes
I look out my window
It's a bright day
And I might display my skills in the hills
Or, in a different neighborhood
Cause my flavor could
Be the best, so lets test this
Yes, bitch
I saw you posted at the pool table
I could never talk to you
But now a fool's able
With the best of luck
And, hey, how do you impress a duck?
By pullin' out a wad of bucks
Shucks
I need to stop this
I plop this, played this
I murder MCs
& leave their pens inkless
Do you think this is a twist
A turn, I insist
To burn those foes who haven't learned
To keep they mouths closed
Guinness Stout flows
Through your intestines, when life is depressin'
I built my foundation using patients
Some didn't hear us
Some had to state it...
[CHORUS]"
2322,skull-crossbones,2007,del-the-funky-homosapien,Hip-Hop,"(scratched:)
I never drink and drive
''cause I might spill my drink
[Chorus]
Give me the keys, I'm OK
Quit tellin' me I'm drunk, I only had five Hurricanes
Quit bein' such a Puritan, I'm a mega-turrican (?)
Wakin' up and it's all a blur again
If I'm alive...
If I'm alive...
If I'm alive...
If I'm still alive...
Red Skull more like skull and crossbones
Took my driver's test straight pilin' over the cones
It ain't funny so don't you dare chuckle
Drivin' hella drunk without my beltbuckle
Fuck you, I'm OK
That's what they all say
Already got a suspended license
Smokin' weed in my ride and lightin' incense
Not knowin' it could be gone in an instant
Pistons pumpin', slumpin'
Over the steering wheel
So many drunk drivers on the road
It's killing fields
Who gives a fuck?
If I get caught all I get
Is a slap on the wrist
My license tooken is a bitch
But I still drive with a D.U.I.
Crash, see my passenger fly
Through the windshield
It's hard to see you die
Heads crushed, necks severed from the shards
That's what happens playing with a wild card
How do you feel on trial for killin' your girl?
Nineteen years old, the end of the world
Don't know what to do
Pop's is gonna' kill you
Twelve gauge shotgun to your grill smooth
Got you in a predicament
If I'm drivin' drunk I've got a sickness
Some fool's is shiftless
Like me, gifted
Student GPA: four point oh
Blood alcohol level past that though
(scratched:)
I never drink and drive
''cause I might spill my drink
[Chorus]
Three o'clock, time to go
One more line of coke with cognac
But my cognitive skills ain't on the shit
What now Sherlock?
Key to the lock
My friend's is tellin' me to stop
Damn near down the block
I found cops in the bushes peekin'
Plus it's the weekend and I'm off the deep end
I roll through an alley way, can't see
Getting ansy I hop on the interstate but it's late
Cops patrol but I don't give a fuck though
I swerve to the right and get stuck in a mudhole
Check the rearview, the coast is clear
Tryin' to focus here but I can't
Drunk as hell, bust a rail
Now I'm sailin' off the cliff
High off the spliff, plus a fifth
I bust my shit
Now I'm rollin' down the side like a suicide
What will my family do if I die?
Tension builds, I went through hills and trees
Stopped by a redwood first thing broke was knees
I feel pain then a split second later
Car burst into flames, they won't know my name
They'll have to check my dental records
My body is charred
Burnt to a crisp soon as the car flipped the crash
That's my ass, a thing of the past
Already dead by the impact of airbags
(scratched:)
I never drink and drive
''cause I might spill my drink
If I'm alive...
If I'm alive, If I'm still alive...
If I'm alive...
If I'm alive, If I'm still alive...
Skull and crossbones
Poisonous pathways
(8X)"
2375,deep-blue-you,2010,8mm,Electronic,"Once I thought the sun would rise again
Once I thought the tide would turn
Once I believed that sunlight could guide me home
Now I know that light is old and stars are gone
Now I know Im lost, lost, in the deep blue you
Now I know Im lost, lost, in the deep blue you
Once I thought that gravity would hold its ground
Once I thought that wishes came true
Once I dreamed on dandelions and fairytales
Now I know that weeds and throws can all be blown away
Now I know Im lost, lost, in the deep blue you
Now I know Im lost, lost, in the deep blue you
I can fall but theres no down
I can scream but theres no sound
I can sink but I cant drown
Where others cant be found
I know the facts but thats not proof
Every lie becomes a truth what am I supposed to do?
I thought I could count on you
I can fall but theres no down
I can scream but theres no sound
I can sink but I cant drown
Where others cant be found
I know the facts but thats no proof
Every lie becomes a truth what am I supposed to do?"
2376,liar,2012,8mm,Electronic,"I'm a liar
It's my secret no on knows
I'm a liar
Yeah, I know it doesn't show
No, I don't miss you anymore
No, I don't think of you
It's such a game to seem adored
No, I don't love you anymore
I'm a liar
Yeah, I've given up my wings
I'm a liar
They were only wax and string
No, I don't miss you anymore
No, I don't think of you
It's such a game to seem adored
No, I don't love you anymore"
2377,forever-and-ever-amen,2006,8mm,Electronic,"Everybody knows,
You don't get what you plan
And everybody runs away from what they don't understand
Everybody hides away the guilt of their youth.
And everybody wonders why no one ever tells the truth
Mmmmmmm....
Everybody knows that everybody wants
And everybody has their ghosts,
That emptiness that haunts
When everybody adds it up,
They've lost more than they've won
And everybody wishes they were just like everyone
Chorus:
Forever and ever amen
Forever and ever amen
Mmmm...
Forever and ever amen
Oooohhh...
Forever and ever amen
Oooohhh...
Forever and ever amen (Oooohh) x 6"
2378,nobody-does-it-better,2008,8mm,Electronic,"Nobody does it better makes me feel sad for the rest
Nobody does it half as good as you
Baby, you're the best
I wasn't lookin' but somehow you found me
I tried to hide from your love light
But like heaven above me the spy who loved me
Is keepin' all my secrets safe tonight
Nobody does it better sometimes I wish someone could
Nobody does it quite the way you do
Did you have to be so good?
The way that you hold me whenever you hold me
There's some kind of magic inside you
That keeps me from runnin' but just keep it comin'
How'd you learn to do the things you do?
And nobody does it better
Makes me feel sad for the rest
Nobody does it half as good as you"
2404,drunk-and-pompous,2007,gluecifer,Rock,"I got em horny feet, you got the epic beat
I wanna make 'em cream, you wanna make 'em dream
'Coz I was born to shout and tell 'em all what its really about
No time for liberation, baby, its time to let the beasty out
Ain't it sweet now to walk the shitty street now
What a blast 'coz I love it fast
Sweet liberation with a twist 'coz in a cool world I exist
Gonna pull my shutters down, gonna kick it all around
'Coz Im a black belt freestyle fighter with a velvet fist
Im a screamer, youre a dreamer
(So whatcha gonna do?)
Gonna push that thing till theyre beggin' for a hefty screw
Ill be a fire breathin boy with a thousand DP ploy
Gonna breathe some fire, fire baby, 'coz Im pissed
Yeah, I was born to rule, yous born to drool
I aint takin no goddamn shit, I got a suit with the snuggest fit
And you might say, 'Im bad', nothin but a fad
But Im on a quest, baby, Im possessed, I'm possessed
Sweet liberation with a twist 'coz in a cool world I exist
Gonna pull my shutters down, gonna kick it all around
'Coz Im a black belt freestyle fighter with a velvet fist
Yeah, Im a screamer, youre a dreamer
(So whatcha gonna do?)
I'm gonna push that thing till theyre beggin' for a hefty screw
Ill be a fire breathin, boy with a thousand DP ploy
Gonna breathe some fire, fire baby 'coz Im pissed
Yeah, Im a screamer, youre a dreamer
(So whatcha gonna do?)
I'm gonna push that thing till theyre beggin' for a hefty screw
Ill be a fire breathin, boy with a thousand DP ploy
Gonna breathe some fire, fire baby 'coz Im pissed"
2405,here-come-the-pigs,2007,gluecifer,Rock,"The sounds are ringing through the night, like a symphony
We can hear it come, yeah, here it comes
From all but one direction, like bugs to the fire
You can hear them come, yeah, here they come
Here come the pigs, and they're coming in fast
Here come the pigs, let the first be the last
Here come the pigs, here come the pigs
I said you better duck down 'coz they're coming in, in force
Coming in on foot and on horse, coming in through the broken doors
Gotta get out 'coz tonight won't be a ball
It will be the end of us all, it will be a revolution when you hear their call
'Coz they''ll come in a rush, the blood will gush
My god they are just too big
Here come the pigs, here come the pigs
And the day will be night and there never be light
It's the end of the peace and the start of the fight, yeah
Here come the pigs, here come the pigs
Here come the pigs, here come the pigs, and here they come
At the bottom of a pile at the bottom
Gonna be a little while but they got 'em, yeah
Well, you can blow the horn you can kill that goat
Make a crown of thorns or put your world on that boat
But it ain't no use, it ain't no use
We all know they are close, very close
We got the smell of the pig coming up our nose
It is time to get on to the other side to cut loose
Run away, to duck down and to hide, yeah
Here come the pigs, here come the pigs
Here come the pigs, here come the pigs
And I will sing it now, yeah, I will sing it now
Here come the piggy piggy, oh, here come the pigs"
2406,easy-living,2007,gluecifer,Rock,"I'm done with the easy living
I'm done with the easy living
I'm done with the slack you're giving me
I'm done with the easy living
I'm sitting in a house so pretty got a life so shitty and I want no pity
Come on with the nitty gritty yeah come on and hit me coz I'm feeling shitty
I'm done with the words I'm saying
I'm done with the words I'm saying
I'm done with the game I'm playing
I'm done with the words I'm saying
I'm done with the road I'm walking
I'm done with the road I'm walking
I'm done with the goddamn talking
I'm done with the road I'm walking
(repeat chorus)
(repeat 1st verse)
(repeat chorus)"
